torch.compile disabled in this fork runtime path.
Using PyTorch SDPA attention backend.
GPU: NVIDIA RTX 4000 Ada Generation Laptop GPU
GPU VRAM: 12.0 GB
GPU CC: 8.9
GPU profile: ada-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
Vocab size: 8,192
Dataset: tinystories
Muon compute dtype: torch.bfloat16 (matching AMP dtype)
Using cached autotune candidate: batch_size=8, checkpointing=off.
Attention backend: sdpa
torch.compile: disabled
Trying train candidate: batch_size=8, activation_checkpointing=disabled
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 1, 'n_embd': 384, 'window_pattern': 'SSSL', 'attention_backend': 'sdpa', 'use_activation_checkpointing': False, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 3,145,728
  lm_head                 : 3,145,728
  transformer_matrices    : 9,437,280
  scalars                 : 12
  total                   : 18,874,476
Estimated FLOPs per token: 1.132468e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.012215 | lrm: 0.00 | dt: 852ms | tok/sec: 38,460 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011978 | lrm: 0.00 | dt: 470ms | tok/sec: 69,670 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011896 | lrm: 0.00 | dt: 473ms | tok/sec: 69,285 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011858 | lrm: 0.00 | dt: 470ms | tok/sec: 69,746 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011905 | lrm: 0.00 | dt: 470ms | tok/sec: 69,694 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011911 | lrm: 0.00 | dt: 472ms | tok/sec: 69,408 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011890 | lrm: 0.00 | dt: 471ms | tok/sec: 69,558 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011872 | lrm: 0.00 | dt: 472ms | tok/sec: 69,399 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011864 | lrm: 0.00 | dt: 474ms | tok/sec: 69,147 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011866 | lrm: 0.00 | dt: 471ms | tok/sec: 69,501 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011882 | lrm: 0.00 | dt: 469ms | tok/sec: 69,902 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011860 | lrm: 0.00 | dt: 473ms | tok/sec: 69,348 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00012 (0.2%) | loss: 9.011873 | lrm: 0.08 | dt: 470ms | tok/sec: 69,722 | mfu: n/a | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.004846 | lrm: 0.16 | dt: 472ms | tok/sec: 69,359 | mfu: n/a | epoch: 1 | remaining: 299s    
step 00014 (0.5%) | loss: 8.982428 | lrm: 0.24 | dt: 475ms | tok/sec: 68,991 | mfu: n/a | epoch: 1 | remaining: 298s    
step 00015 (0.6%) | loss: 8.924780 | lrm: 0.31 | dt: 472ms | tok/sec: 69,434 | mfu: n/a | epoch: 1 | remaining: 298s    
step 00016 (0.8%) | loss: 8.808901 | lrm: 0.39 | dt: 472ms | tok/sec: 69,457 | mfu: n/a | epoch: 1 | remaining: 297s    
step 00017 (0.9%) | loss: 8.601466 | lrm: 0.47 | dt: 471ms | tok/sec: 69,567 | mfu: n/a | epoch: 1 | remaining: 297s    
step 00018 (1.1%) | loss: 8.314607 | lrm: 0.55 | dt: 470ms | tok/sec: 69,687 | mfu: n/a | epoch: 1 | remaining: 296s    
step 00019 (1.3%) | loss: 7.992035 | lrm: 0.63 | dt: 471ms | tok/sec: 69,544 | mfu: n/a | epoch: 1 | remaining: 296s    
step 00020 (1.4%) | loss: 7.637087 | lrm: 0.71 | dt: 471ms | tok/sec: 69,607 | mfu: n/a | epoch: 1 | remaining: 295s    
step 00021 (1.6%) | loss: 7.270720 | lrm: 0.79 | dt: 471ms | tok/sec: 69,632 | mfu: n/a | epoch: 1 | remaining: 295s    
step 00022 (1.7%) | loss: 6.937937 | lrm: 0.86 | dt: 470ms | tok/sec: 69,772 | mfu: n/a | epoch: 1 | remaining: 294s    
step 00023 (1.9%) | loss: 6.648412 | lrm: 0.94 | dt: 471ms | tok/sec: 69,635 | mfu: n/a | epoch: 1 | remaining: 294s    
step 00024 (2.0%) | loss: 6.380771 | lrm: 1.00 | dt: 471ms | tok/sec: 69,544 | mfu: n/a | epoch: 1 | remaining: 293s    
step 00025 (2.2%) | loss: 6.154943 | lrm: 1.00 | dt: 471ms | tok/sec: 69,547 | mfu: n/a | epoch: 1 | remaining: 293s    
step 00026 (2.4%) | loss: 5.953571 | lrm: 1.00 | dt: 470ms | tok/sec: 69,750 | mfu: n/a | epoch: 1 | remaining: 292s    
step 00027 (2.5%) | loss: 5.750514 | lrm: 1.00 | dt: 474ms | tok/sec: 69,085 | mfu: n/a | epoch: 1 | remaining: 292s    
step 00028 (2.7%) | loss: 5.571432 | lrm: 1.00 | dt: 477ms | tok/sec: 68,688 | mfu: n/a | epoch: 1 | remaining: 292s    
step 00065 (8.5%) | loss: 3.208785 | lrm: 1.00 | dt: 475ms | tok/sec: 68,922 | mfu: n/a | epoch: 1 | remaining: 274s    
step 00066 (8.7%) | loss: 3.175687 | lrm: 1.00 | dt: 472ms | tok/sec: 69,412 | mfu: n/a | epoch: 1 | remaining: 274s    
step 00067 (8.8%) | loss: 3.136906 | lrm: 1.00 | dt: 470ms | tok/sec: 69,645 | mfu: n/a | epoch: 1 | remaining: 273s    
step 00068 (9.0%) | loss: 3.113228 | lrm: 1.00 | dt: 475ms | tok/sec: 68,998 | mfu: n/a | epoch: 1 | remaining: 273s    
step 00069 (9.1%) | loss: 3.104986 | lrm: 1.00 | dt: 475ms | tok/sec: 69,045 | mfu: n/a | epoch: 1 | remaining: 272s    
step 00070 (9.3%) | loss: 3.070788 | lrm: 1.00 | dt: 473ms | tok/sec: 69,301 | mfu: n/a | epoch: 1 | remaining: 272s    
step 00071 (9.5%) | loss: 3.047762 | lrm: 1.00 | dt: 473ms | tok/sec: 69,286 | mfu: n/a | epoch: 1 | remaining: 271s    
step 00072 (9.6%) | loss: 3.034980 | lrm: 1.00 | dt: 473ms | tok/sec: 69,342 | mfu: n/a | epoch: 1 | remaining: 271s    
step 00073 (9.8%) | loss: 2.987435 | lrm: 1.00 | dt: 471ms | tok/sec: 69,532 | mfu: n/a | epoch: 1 | remaining: 270s    
step 00074 (9.9%) | loss: 2.967721 | lrm: 1.00 | dt: 471ms | tok/sec: 69,502 | mfu: n/a | epoch: 1 | remaining: 270s    
step 00075 (10.1%) | loss: 2.941693 | lrm: 1.00 | dt: 476ms | tok/sec: 68,897 | mfu: n/a | epoch: 1 | remaining: 269s    
step 00076 (10.2%) | loss: 2.912742 | lrm: 1.00 | dt: 473ms | tok/sec: 69,265 | mfu: n/a | epoch: 1 | remaining: 269s    
step 00077 (10.4%) | loss: 2.891199 | lrm: 1.00 | dt: 474ms | tok/sec: 69,191 | mfu: n/a | epoch: 1 | remaining: 268s    
step 00078 (10.6%) | loss: 2.875888 | lrm: 1.00 | dt: 472ms | tok/sec: 69,403 | mfu: n/a | epoch: 1 | remaining: 268s    
step 00079 (10.7%) | loss: 2.843185 | lrm: 1.00 | dt: 472ms | tok/sec: 69,389 | mfu: n/a | epoch: 1 | remaining: 267s    
step 00080 (10.9%) | loss: 2.832840 | lrm: 1.00 | dt: 476ms | tok/sec: 68,812 | mfu: n/a | epoch: 1 | remaining: 267s    
step 00081 (11.0%) | loss: 2.811579 | lrm: 1.00 | dt: 471ms | tok/sec: 69,565 | mfu: n/a | epoch: 1 | remaining: 266s    
step 00082 (11.2%) | loss: 2.792137 | lrm: 1.00 | dt: 472ms | tok/sec: 69,410 | mfu: n/a | epoch: 1 | remaining: 266s    
step 00083 (11.3%) | loss: 2.776026 | lrm: 1.00 | dt: 472ms | tok/sec: 69,358 | mfu: n/a | epoch: 1 | remaining: 265s    
step 00084 (11.5%) | loss: 2.744531 | lrm: 1.00 | dt: 472ms | tok/sec: 69,427 | mfu: n/a | epoch: 1 | remaining: 265s    
step 00085 (11.7%) | loss: 2.736213 | lrm: 1.00 | dt: 470ms | tok/sec: 69,677 | mfu: n/a | epoch: 1 | remaining: 265s    
step 00086 (11.8%) | loss: 2.719139 | lrm: 1.00 | dt: 477ms | tok/sec: 68,654 | mfu: n/a | epoch: 1 | remaining: 264s    
step 00087 (12.0%) | loss: 2.695991 | lrm: 1.00 | dt: 475ms | tok/sec: 69,012 | mfu: n/a | epoch: 1 | remaining: 264s    
step 00088 (12.1%) | loss: 2.682723 | lrm: 1.00 | dt: 471ms | tok/sec: 69,559 | mfu: n/a | epoch: 1 | remaining: 263s    
step 00089 (12.3%) | loss: 2.661281 | lrm: 1.00 | dt: 475ms | tok/sec: 69,029 | mfu: n/a | epoch: 1 | remaining: 263s    
step 00090 (12.5%) | loss: 2.646431 | lrm: 1.00 | dt: 475ms | tok/sec: 68,949 | mfu: n/a | epoch: 1 | remaining: 262s    
step 00091 (12.6%) | loss: 2.625292 | lrm: 1.00 | dt: 476ms | tok/sec: 68,830 | mfu: n/a | epoch: 1 | remaining: 262s    
step 00092 (12.8%) | loss: 2.598083 | lrm: 1.00 | dt: 471ms | tok/sec: 69,549 | mfu: n/a | epoch: 1 | remaining: 261s    
step 00093 (12.9%) | loss: 2.589482 | lrm: 1.00 | dt: 472ms | tok/sec: 69,398 | mfu: n/a | epoch: 1 | remaining: 261s    
step 00094 (13.1%) | loss: 2.585217 | lrm: 1.00 | dt: 472ms | tok/sec: 69,430 | mfu: n/a | epoch: 1 | remaining: 260s    
step 00095 (13.2%) | loss: 2.570589 | lrm: 1.00 | dt: 472ms | tok/sec: 69,433 | mfu: n/a | epoch: 1 | remaining: 260s    
step 00096 (13.4%) | loss: 2.558539 | lrm: 1.00 | dt: 472ms | tok/sec: 69,483 | mfu: n/a | epoch: 1 | remaining: 259s    
step 00097 (13.6%) | loss: 2.562714 | lrm: 1.00 | dt: 471ms | tok/sec: 69,518 | mfu: n/a | epoch: 1 | remaining: 259s    
step 00098 (13.7%) | loss: 2.534158 | lrm: 1.00 | dt: 471ms | tok/sec: 69,617 | mfu: n/a | epoch: 1 | remaining: 258s    
step 00099 (13.9%) | loss: 2.524746 | lrm: 1.00 | dt: 471ms | tok/sec: 69,587 | mfu: n/a | epoch: 1 | remaining: 258s    
step 00100 (14.0%) | loss: 2.514725 | lrm: 1.00 | dt: 472ms | tok/sec: 69,475 | mfu: n/a | epoch: 1 | remaining: 257s    
step 00101 (14.2%) | loss: 2.499473 | lrm: 1.00 | dt: 471ms | tok/sec: 69,593 | mfu: n/a | epoch: 1 | remaining: 257s    
step 00102 (14.3%) | loss: 2.486676 | lrm: 1.00 | dt: 476ms | tok/sec: 68,797 | mfu: n/a | epoch: 1 | remaining: 256s    
step 00103 (14.5%) | loss: 2.474890 | lrm: 1.00 | dt: 472ms | tok/sec: 69,415 | mfu: n/a | epoch: 1 | remaining: 256s    
step 00104 (14.7%) | loss: 2.465850 | lrm: 1.00 | dt: 473ms | tok/sec: 69,269 | mfu: n/a | epoch: 1 | remaining: 256s    
step 00105 (14.8%) | loss: 2.470153 | lrm: 1.00 | dt: 471ms | tok/sec: 69,520 | mfu: n/a | epoch: 1 | remaining: 255s    
step 00106 (15.0%) | loss: 2.456430 | lrm: 1.00 | dt: 471ms | tok/sec: 69,510 | mfu: n/a | epoch: 1 | remaining: 255s    
step 00107 (15.1%) | loss: 2.450519 | lrm: 1.00 | dt: 471ms | tok/sec: 69,634 | mfu: n/a | epoch: 1 | remaining: 254s    
step 00108 (15.3%) | loss: 2.462112 | lrm: 1.00 | dt: 471ms | tok/sec: 69,546 | mfu: n/a | epoch: 1 | remaining: 254s    
step 00109 (15.4%) | loss: 2.440032 | lrm: 1.00 | dt: 473ms | tok/sec: 69,222 | mfu: n/a | epoch: 1 | remaining: 253s    
step 00110 (15.6%) | loss: 2.432237 | lrm: 1.00 | dt: 472ms | tok/sec: 69,388 | mfu: n/a | epoch: 1 | remaining: 253s    
step 00111 (15.8%) | loss: 2.422993 | lrm: 1.00 | dt: 475ms | tok/sec: 68,954 | mfu: n/a | epoch: 1 | remaining: 252s    
step 00112 (15.9%) | loss: 2.402067 | lrm: 1.00 | dt: 472ms | tok/sec: 69,454 | mfu: n/a | epoch: 1 | remaining: 252s    
step 00113 (16.1%) | loss: 2.390737 | lrm: 1.00 | dt: 474ms | tok/sec: 69,116 | mfu: n/a | epoch: 1 | remaining: 251s    
step 00114 (16.2%) | loss: 2.372461 | lrm: 1.00 | dt: 471ms | tok/sec: 69,534 | mfu: n/a | epoch: 1 | remaining: 251s    
step 00115 (16.4%) | loss: 2.360294 | lrm: 1.00 | dt: 472ms | tok/sec: 69,399 | mfu: n/a | epoch: 1 | remaining: 250s    
step 00116 (16.5%) | loss: 2.352226 | lrm: 1.00 | dt: 471ms | tok/sec: 69,578 | mfu: n/a | epoch: 1 | remaining: 250s    
step 00117 (16.7%) | loss: 2.340574 | lrm: 1.00 | dt: 472ms | tok/sec: 69,381 | mfu: n/a | epoch: 1 | remaining: 249s    
step 00118 (16.9%) | loss: 2.332719 | lrm: 1.00 | dt: 472ms | tok/sec: 69,458 | mfu: n/a | epoch: 1 | remaining: 249s    
step 00119 (17.0%) | loss: 2.333823 | lrm: 1.00 | dt: 476ms | tok/sec: 68,800 | mfu: n/a | epoch: 1 | remaining: 248s    
step 00120 (17.2%) | loss: 2.323509 | lrm: 1.00 | dt: 471ms | tok/sec: 69,509 | mfu: n/a | epoch: 1 | remaining: 248s    
step 00121 (17.3%) | loss: 2.319704 | lrm: 1.00 | dt: 476ms | tok/sec: 68,795 | mfu: n/a | epoch: 1 | remaining: 248s    
step 00122 (17.5%) | loss: 2.320428 | lrm: 1.00 | dt: 472ms | tok/sec: 69,470 | mfu: n/a | epoch: 1 | remaining: 247s    
step 00123 (17.7%) | loss: 2.305147 | lrm: 1.00 | dt: 474ms | tok/sec: 69,145 | mfu: n/a | epoch: 1 | remaining: 247s    
step 00124 (17.8%) | loss: 2.290850 | lrm: 1.00 | dt: 471ms | tok/sec: 69,558 | mfu: n/a | epoch: 1 | remaining: 246s    
step 00125 (18.0%) | loss: 2.287939 | lrm: 1.00 | dt: 477ms | tok/sec: 68,716 | mfu: n/a | epoch: 1 | remaining: 246s    
step 00126 (18.1%) | loss: 2.274892 | lrm: 1.00 | dt: 477ms | tok/sec: 68,669 | mfu: n/a | epoch: 1 | remaining: 245s    
step 00127 (18.3%) | loss: 2.271424 | lrm: 1.00 | dt: 473ms | tok/sec: 69,328 | mfu: n/a | epoch: 1 | remaining: 245s    
step 00128 (18.4%) | loss: 2.265854 | lrm: 1.00 | dt: 470ms | tok/sec: 69,719 | mfu: n/a | epoch: 1 | remaining: 244s    
step 00129 (18.6%) | loss: 2.255548 | lrm: 1.00 | dt: 475ms | tok/sec: 69,043 | mfu: n/a | epoch: 1 | remaining: 244s    
step 00130 (18.8%) | loss: 2.266707 | lrm: 1.00 | dt: 473ms | tok/sec: 69,320 | mfu: n/a | epoch: 1 | remaining: 243s    
step 00131 (18.9%) | loss: 2.256629 | lrm: 1.00 | dt: 475ms | tok/sec: 69,021 | mfu: n/a | epoch: 1 | remaining: 243s    
step 00132 (19.1%) | loss: 2.255224 | lrm: 1.00 | dt: 473ms | tok/sec: 69,228 | mfu: n/a | epoch: 1 | remaining: 242s    
step 00133 (19.2%) | loss: 2.258117 | lrm: 1.00 | dt: 472ms | tok/sec: 69,377 | mfu: n/a | epoch: 1 | remaining: 242s    
step 00134 (19.4%) | loss: 2.259514 | lrm: 1.00 | dt: 474ms | tok/sec: 69,193 | mfu: n/a | epoch: 1 | remaining: 241s    
step 00135 (19.5%) | loss: 2.257100 | lrm: 1.00 | dt: 472ms | tok/sec: 69,350 | mfu: n/a | epoch: 1 | remaining: 241s    
step 00136 (19.7%) | loss: 2.255950 | lrm: 1.00 | dt: 476ms | tok/sec: 68,889 | mfu: n/a | epoch: 1 | remaining: 240s    
step 00137 (19.9%) | loss: 2.247378 | lrm: 1.00 | dt: 471ms | tok/sec: 69,565 | mfu: n/a | epoch: 1 | remaining: 240s    
